下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0004,s000073,1,"[[50000.0, 1000.0], [50031.0, 992.0], [50046.6, 988.3], [50062.4, 984.9], [50078.3, 982.0], [50094.6, 979.7], [50104.3, 978.7], [50113.8, 978.1], [50123.3, 978.1], [50127.8, 978.4], [50132.3, 978.8], [50136.8, 979.6], [50141.1, 980.5], [50145.3, 981.8], [50149.2, 983.3], [50153.2, 985.2], [50157.1, 987.5], [50160.8, 990.1], [50164.2, 992.9], [50170.9, 999.4], [50171.5, 1000.2], [50172.3, 1001.1], [50173.0, 1002.0], [50175.9, 1006.1], [50178.6, 1010.5], [50181.0, 1015.0], [50183.3, 1019.8], [50191.4, 1038.0], [50196.2, 1037.0], [50196.8, 1036.9], [50198.5, 1036.5], [50214.7, 1033.3], [50230.9, 1030.3], [50247.4, 1027.7], [50263.8, 1025.3], [50280.4, 1023.3], [50296.9, 1021.5], [50313.6, 1020.1], [50321.9, 1019.5], [50329.9, 1018.9], [50346.7, 1018.1], [50363.4, 1017.5], [50379.9, 1017.2], [50396.4, 1017.2], [50418.1, 1017.9], [50439.7, 1019.1], [50461.3, 1020.7], [50483.0, 1022.7], [50526.2, 1027.5], [50547.9, 1030.3], [50569.6, 1033.4], [50612.8, 1039.8], [50666.5, 1048.2], [50668.1, 1034.7], [50668.4, 1032.5], [50668.7, 1030.2], [50670.4, 1018.4], [50672.5, 1006.8], [50675.0, 995.5], [50679.5, 980.0], [50684.9, 964.6], [50690.8, 949.3], [50696.7, 934.8], [50702.5, 920.0], [50707.9, 904.8], [50712.3, 889.9], [50715.8, 874.9], [50718.7, 859.8], [50719.5, 854.0], [50720.3, 848.2], [50720.9, 842.4], [50722.3, 822.7], [50722.8, 803.2], [50722.8, 574.8], [50722.3, 555.2], [50720.9, 535.6], [50720.3, 529.7], [50719.5, 524.0], [50718.7, 518.1], [50715.8, 503.1], [50712.3, 488.0], [50707.9, 473.2], [50702.6, 458.0], [50696.7, 443.0], [50690.8, 428.6], [50684.9, 413.4], [50679.5, 397.9], [50675.0, 382.5], [50672.5, 371.2], [50670.4, 359.6], [50668.7, 347.7], [50668.4, 345.4], [50668.1, 343.0], [50666.5, 329.7], [50612.7, 338.1], [50569.6, 344.6], [50547.9, 347.6], [50526.3, 350.4], [50483.0, 355.3], [50461.3, 357.2], [50439.8, 358.8], [50418.1, 360.0], [50396.5, 360.8], [50379.9, 360.8], [50363.5, 360.5], [50346.6, 359.9], [50330.1, 359.0], [50321.9, 358.5], [50313.6, 357.8], [50296.9, 356.4], [50280.4, 354.6], [50263.8, 352.6], [50247.4, 350.2], [50231.0, 347.6], [50214.7, 344.6], [50198.5, 341.4], [50198.0, 341.3], [50196.3, 340.9], [50191.4, 339.9], [50183.3, 358.1], [50181.0, 362.9], [50178.6, 367.4], [50175.9, 371.8], [50173.0, 375.9], [50172.3, 376.8], [50171.6, 377.7], [50170.9, 378.5], [50164.3, 385.1], [50160.8, 387.8], [50157.1, 390.4], [50153.2, 392.7], [50149.3, 394.7], [50145.3, 396.1], [50141.1, 397.4], [50136.8, 398.3], [50132.4, 399.1], [50127.9, 399.6], [50123.3, 399.8], [50113.8, 399.8], [50104.3, 399.2], [50094.6, 398.2], [50078.3, 395.9], [50062.4, 393.0], [50046.6, 389.6], [50031.0, 385.9], [50000.0, 377.9], [49990.3, 375.4], [49938.1, 544.9], [49952.4, 550.2], [49957.9, 552.4], [49963.1, 554.5], [49971.1, 557.9], [49978.6, 561.7], [49985.7, 566.1], [49989.8, 569.2], [49993.6, 572.6], [49997.1, 576.3], [49999.6, 579.5], [50001.9, 582.9], [50004.0, 586.4], [50007.0, 592.6], [50009.5, 599.1], [50011.5, 605.8], [50012.4, 610.3], [50013.2, 614.8], [50013.6, 619.4], [50013.8, 624.0], [50013.8, 628.9], [50013.6, 634.0], [50013.8, 638.8], [50013.8, 643.3], [50013.6, 647.6], [50013.3, 651.1], [50012.9, 654.4], [50012.2, 659.0], [50012.9, 663.4], [50013.2, 665.6], [50013.8, 689.2], [50013.8, 694.1], [50013.5, 699.0], [50013.0, 703.4], [50012.2, 708.1], [50011.1, 713.9], [50012.1, 719.8], [50012.8, 724.7], [50013.2, 728.5], [50013.6, 744.0], [50013.8, 749.0], [50013.8, 753.9], [50013.6, 758.5], [50013.2, 763.1], [50012.4, 767.6], [50011.5, 772.1], [50009.5, 778.8], [50007.0, 785.3], [50004.0, 791.5], [50001.9, 795.0], [49999.6, 798.4], [49997.1, 801.6], [49993.6, 805.3], [49989.8, 808.7], [49985.7, 811.8], [49978.6, 816.2], [49971.1, 820.0], [49963.1, 823.4], [49957.9, 825.5], [49952.4, 827.7], [49938.0, 833.1], [49990.3, 1002.5], [50000.0, 1000.0]]","0, 180",M0004
L0004,s000074,1,"[[50000.0, 2000.0], [49997.0, 2000.8], [49991.1, 2002.1], [49985.0, 2003.2], [49978.4, 2004.2], [49971.8, 2005.0], [49965.3, 2005.7], [49964.1, 2005.8], [49961.7, 2006.1], [49960.6, 2006.2], [49958.8, 2006.3], [49958.3, 2006.3], [49950.6, 2006.7], [49942.5, 2007.0], [49931.6, 2007.2], [49920.6, 2007.2], [49909.4, 2007.1], [49898.3, 2006.7], [49879.5, 2006.2], [49860.3, 2005.8], [49849.2, 2005.7], [49845.7, 2005.7], [49842.5, 2005.6], [49834.7, 2005.6], [49829.9, 2005.5], [49803.7, 2005.5], [49798.9, 2005.4], [49794.1, 2005.5], [49767.9, 2005.5], [49763.1, 2005.6], [49755.3, 2005.6], [49752.1, 2005.7], [49748.6, 2005.7], [49737.5, 2005.8], [49718.3, 2006.2], [49699.5, 2006.7], [49688.4, 2007.1], [49677.2, 2007.2], [49666.2, 2007.2], [49655.3, 2007.0], [49647.2, 2006.7], [49639.5, 2006.3], [49639.0, 2006.3], [49637.2, 2006.2], [49636.1, 2006.1], [49633.7, 2005.8], [49632.5, 2005.7], [49626.0, 2005.0], [49619.4, 2004.2], [49612.8, 2003.2], [49606.7, 2002.1], [49600.8, 2000.8], [49597.8, 2000.0], [49597.2, 1999.9], [49596.3, 1999.7], [49591.8, 1998.5], [49587.2, 1997.2], [49584.6, 1996.4], [49573.6, 1992.9], [49576.3, 2045.4], [49577.1, 2060.8], [49652.0, 2070.7], [49654.3, 2070.4], [49662.6, 2069.3], [49670.9, 2068.3], [49678.8, 2067.4], [49681.0, 2067.2], [49681.5, 2067.2], [49682.1, 2067.1], [49682.4, 2067.1], [49687.5, 2066.7], [49692.2, 2066.3], [49697.5, 2066.0], [49702.6, 2065.7], [49708.8, 2065.3], [49717.4, 2064.8], [49736.2, 2064.2], [49748.2, 2063.7], [49751.9, 2063.7], [49755.5, 2063.6], [49755.8, 2063.5], [49757.5, 2063.5], [49764.8, 2063.4], [49780.3, 2063.1], [49793.7, 2063.1], [49796.6, 2063.0], [49801.2, 2063.0], [49804.1, 2063.1], [49817.5, 2063.1], [49833.0, 2063.4], [49840.3, 2063.5], [49842.0, 2063.5], [49842.5, 2063.6], [49845.9, 2063.7], [49849.6, 2063.7], [49861.6, 2064.2], [49880.4, 2064.8], [49889.0, 2065.3], [49895.2, 2065.7], [49900.4, 2066.0], [49905.6, 2066.3], [49910.3, 2066.7], [49915.4, 2067.1], [49915.7, 2067.1], [49916.3, 2067.2], [49916.8, 2067.2], [49919.0, 2067.4], [49927.0, 2068.3], [49935.2, 2069.3], [49943.5, 2070.4], [49945.8, 2070.7], [50020.7, 2060.8], [50021.5, 2045.4], [50024.2, 1992.9], [50013.2, 1996.4], [50010.6, 1997.2], [50006.0, 1998.5], [50001.5, 1999.7], [50000.6, 1999.9], [50000.0, 2000.0]]","0, 180",M0004
L0004,s000075,1,"[[50000.0, 3000.0], [49863.0, 3000.0], [49863.0, 3032.0], [50000.0, 3032.0], [50000.0, 3000.0]]","0, 180",M0004
L0004,s000076,1,"[[52000.0, 1000.0], [52242.0, 1000.0], [52247.3, 976.3], [52250.6, 961.8], [52254.2, 946.8], [52256.8, 936.6], [52258.0, 931.9], [52262.1, 916.3], [52266.3, 901.1], [52268.9, 891.4], [52094.9, 860.2], [52087.9, 874.9], [52084.4, 881.1], [52080.4, 886.6], [52078.3, 888.8], [52075.9, 891.0], [52073.2, 893.1], [52070.3, 895.1], [52067.3, 897.0], [52064.2, 898.6], [52057.7, 901.2], [52050.9, 903.2], [52043.9, 904.6], [52033.1, 905.8], [52022.1, 906.3], [52010.9, 906.5], [51989.1, 906.5], [51977.9, 906.3], [51966.9, 905.8], [51956.1, 904.6], [51949.1, 903.2], [51942.3, 901.2], [51935.8, 898.6], [51932.7, 897.0], [51929.7, 895.1], [51926.8, 893.1], [51924.1, 891.0], [51921.6, 888.8], [51919.5, 886.6], [51915.5, 881.1], [51912.1, 874.9], [51905.1, 860.2], [51731.1, 891.4], [51733.7, 901.1], [51737.9, 916.3], [51742.0, 931.9], [51743.2, 936.6], [51745.8, 946.8], [51749.4, 961.8], [51752.7, 976.3], [51758.0, 1000.0], [52000.0, 1000.0]]","0, 180",M0004
L0004,s000077,1,"[[52000.0, 2000.0], [51995.4, 1999.9], [51987.2, 1999.6], [51969.6, 1998.9], [51959.9, 1998.5], [51950.5, 1998.1], [51943.6, 1997.8], [51934.1, 1997.4], [51922.5, 1996.8], [51912.0, 1996.3], [51900.9, 1995.7], [51892.4, 1995.3], [51881.8, 1994.8], [51867.0, 1994.0], [51850.5, 1993.4], [51843.7, 1993.2], [51825.6, 1992.9], [51821.1, 1992.8], [51817.9, 1992.7], [51813.3, 1992.7], [51811.4, 1992.6], [51753.7, 1992.6], [51751.8, 1992.7], [51747.2, 1992.7], [51743.9, 1992.8], [51739.5, 1992.9], [51721.4, 1993.2], [51714.6, 1993.4], [51698.1, 1994.0], [51683.3, 1994.8], [51672.7, 1995.3], [51664.2, 1995.7], [51653.1, 1996.3], [51642.6, 1996.8], [51631.0, 1997.4], [51621.5, 1997.8], [51614.6, 1998.1], [51605.2, 1998.5], [51595.5, 1998.9], [51577.9, 1999.6], [51569.7, 1999.9], [51565.1, 2000.1], [51563.6, 2000.1], [51561.6, 2000.2], [51558.8, 2000.4], [51557.3, 2000.6], [51555.2, 2000.9], [51553.7, 2001.2], [51551.6, 2001.8], [51549.4, 2002.5], [51547.8, 2003.3], [51546.1, 2004.2], [51544.7, 2005.1], [51542.9, 2006.5], [51541.5, 2007.9], [51540.3, 2009.2], [51539.6, 2010.0], [51538.3, 2011.7], [51537.3, 2013.3], [51536.2, 2015.2], [51535.4, 2016.8], [51534.4, 2018.8], [51533.4, 2021.4], [51532.7, 2023.1], [51532.0, 2025.2], [51527.2, 2038.9], [51536.9, 2042.9], [51540.3, 2044.3], [51543.6, 2045.6], [51546.9, 2046.8], [51548.5, 2047.3], [51551.2, 2048.2], [51553.8, 2049.1], [51558.3, 2050.3], [51563.1, 2051.5], [51569.5, 2052.7], [51575.8, 2053.5], [51576.4, 2053.6], [51576.9, 2053.6], [51577.7, 2053.7], [51580.1, 2053.9], [51583.4, 2054.2], [51593.4, 2054.4], [51596.5, 2054.4], [51603.2, 2054.2], [51612.0, 2053.8], [51618.5, 2053.4], [51619.4, 2053.4], [51620.6, 2053.3], [51621.5, 2053.2], [51623.0, 2053.1], [51624.1, 2053.0], [51625.5, 2053.0], [51633.1, 2052.4], [51641.2, 2051.8], [51663.3, 2050.1], [51670.9, 2049.5], [51678.6, 2048.8], [51687.5, 2048.2], [51695.6, 2047.7], [51703.7, 2047.3], [51729.9, 2046.4], [51740.4, 2046.3], [51750.6, 2046.3], [51764.2, 2046.2], [51800.9, 2046.2], [51814.5, 2046.3], [51824.7, 2046.3], [51835.2, 2046.4], [51861.4, 2047.3], [51869.5, 2047.7], [51877.6, 2048.2], [51886.5, 2048.8], [51894.2, 2049.5], [51901.8, 2050.1], [51923.9, 2051.8], [51932.0, 2052.4], [51939.6, 2053.0], [51940.9, 2053.0], [51942.1, 2053.1], [51943.6, 2053.2], [51944.5, 2053.3], [51945.7, 2053.4], [51946.6, 2053.4], [51953.1, 2053.8], [51961.9, 2054.2], [51968.6, 2054.4], [51971.7, 2054.4], [51981.7, 2054.2], [51985.0, 2053.9], [51987.4, 2053.7], [51988.2, 2053.6], [51989.3, 2053.6], [51995.6, 2052.7], [52002.0, 2051.5], [52006.8, 2050.3], [52011.3, 2049.1], [52013.9, 2048.2], [52016.6, 2047.3], [52018.2, 2046.8], [52021.5, 2045.6], [52024.8, 2044.3], [52028.2, 2042.9], [52037.9, 2038.9], [52033.1, 2025.2], [52032.4, 2023.1], [52031.7, 2021.4], [52030.7, 2018.8], [52028.9, 2015.2], [52027.8, 2013.3], [52026.8, 2011.7], [52025.5, 2010.0], [52024.8, 2009.2], [52023.6, 2007.9], [52022.2, 2006.5], [52020.4, 2005.1], [52019.0, 2004.2], [52017.3, 2003.3], [52015.7, 2002.5], [52013.5, 2001.8], [52011.4, 2001.2], [52009.9, 2000.9], [52007.8, 2000.6], [52006.3, 2000.4], [52003.5, 2000.2], [52001.5, 2000.1], [52000.0, 2000.0]]","0, 180",M0004
L0004,s000078,1,"[[52000.0, 3000.0], [51995.3, 2999.8], [51987.2, 2999.5], [51969.6, 2998.8], [51959.8, 2998.4], [51950.5, 2998.0], [51943.6, 2997.7], [51934.1, 2997.3], [51922.5, 2996.7], [51912.0, 2996.2], [51900.8, 2995.7], [51892.4, 2995.2], [51881.8, 2994.7], [51867.0, 2993.9], [51850.5, 2993.3], [51843.7, 2993.1], [51825.6, 2992.8], [51821.1, 2992.7], [51817.9, 2992.7], [51813.3, 2992.6], [51811.4, 2992.5], [51753.7, 2992.5], [51751.8, 2992.6], [51747.2, 2992.7], [51743.9, 2992.7], [51739.5, 2992.8], [51721.4, 2993.1], [51714.5, 2993.3], [51698.1, 2993.9], [51683.3, 2994.7], [51672.7, 2995.2], [51664.2, 2995.7], [51653.1, 2996.2], [51642.6, 2996.7], [51631.0, 2997.3], [51621.5, 2997.7], [51614.6, 2998.0], [51605.2, 2998.4], [51595.5, 2998.8], [51577.9, 2999.5], [51569.7, 2999.8], [51565.1, 3000.0], [51563.6, 3000.0], [51561.6, 3000.1], [51558.8, 3000.3], [51557.3, 3000.5], [51555.2, 3000.8], [51553.7, 3001.1], [51551.5, 3001.7], [51549.4, 3002.5], [51547.8, 3003.2], [51546.1, 3004.1], [51544.7, 3005.0], [51542.9, 3006.5], [51541.5, 3007.8], [51540.3, 3009.1], [51539.6, 3009.9], [51538.3, 3011.7], [51537.3, 3013.2], [51536.2, 3015.1], [51535.3, 3016.7], [51534.4, 3018.7], [51533.4, 3021.3], [51532.7, 3023.0], [51532.0, 3025.1], [51527.2, 3038.8], [51536.9, 3042.8], [51540.3, 3044.2], [51543.6, 3045.5], [51546.9, 3046.7], [51548.4, 3047.3], [51551.2, 3048.2], [51553.8, 3049.0], [51558.3, 3050.2], [51563.1, 3051.4], [51569.4, 3052.6], [51575.8, 3053.5], [51576.6, 3053.5], [51576.9, 3053.6], [51577.7, 3053.6], [51580.1, 3053.8], [51583.4, 3054.1], [51593.4, 3054.4], [51596.5, 3054.3], [51603.2, 3054.1], [51611.9, 3053.7], [51618.5, 3053.3], [51619.3, 3053.3], [51620.6, 3053.2], [51621.5, 3053.1], [51623.0, 3053.0], [51624.1, 3053.0], [51625.5, 3052.9], [51633.1, 3052.3], [51641.2, 3051.7], [51663.3, 3050.0], [51670.9, 3049.4], [51678.6, 3048.7], [51687.5, 3048.1], [51695.6, 3047.7], [51703.7, 3047.2], [51729.8, 3046.3], [51743.9, 3046.3], [51745.8, 3046.2], [51750.6, 3046.2], [51764.1, 3046.1], [51800.9, 3046.1], [51814.5, 3046.2], [51819.3, 3046.2], [51821.1, 3046.3], [51835.2, 3046.3], [51861.4, 3047.2], [51869.4, 3047.7], [51877.6, 3048.1], [51886.5, 3048.7], [51894.2, 3049.4], [51901.8, 3050.0], [51923.9, 3051.7], [51932.0, 3052.3], [51939.6, 3052.9], [51940.9, 3053.0], [51942.1, 3053.0], [51943.6, 3053.1], [51944.5, 3053.2], [51945.7, 3053.3], [51946.6, 3053.3], [51953.1, 3053.7], [51961.9, 3054.1], [51968.5, 3054.3], [51971.7, 3054.4], [51981.7, 3054.1], [51985.0, 3053.8], [51987.3, 3053.6], [51988.2, 3053.6], [51988.4, 3053.5], [51989.3, 3053.5], [51995.6, 3052.6], [52002.0, 3051.4], [52006.8, 3050.2], [52011.3, 3049.0], [52013.9, 3048.2], [52016.6, 3047.3], [52018.2, 3046.7], [52021.5, 3045.5], [52024.8, 3044.2], [52028.2, 3042.9], [52037.8, 3038.8], [52033.1, 3025.1], [52032.3, 3023.0], [52031.7, 3021.4], [52030.6, 3018.7], [52029.7, 3016.7], [52028.9, 3015.1], [52027.8, 3013.2], [52026.8, 3011.7], [52025.5, 3010.0], [52024.8, 3009.1], [52023.6, 3007.8], [52022.2, 3006.5], [52020.3, 3005.0], [52019.0, 3004.2], [52017.3, 3003.2], [52015.6, 3002.5], [52013.5, 3001.7], [52011.4, 3001.1], [52009.9, 3000.8], [52007.7, 3000.5], [52006.3, 3000.3], [52003.4, 3000.1], [52001.5, 3000.0], [52000.0, 3000.0]]","0, 180",M0004
L0004,s000079,1,"[[54000.0, 1000.0], [54014.3, 1018.0], [54173.1, 1018.0], [54173.1, 947.6], [54036.1, 947.6], [54036.1, 969.8], [54016.7, 969.8], [53999.1, 991.9], [53999.1, 998.9], [54000.0, 1000.0]]","0, 180",M0004
L0004,s000080,1,"[[54000.0, 2000.0], [53958.3, 2000.0], [53952.1, 2000.1], [53945.9, 2000.1], [53926.2, 2000.4], [53924.5, 2000.4], [53908.0, 2000.8], [53891.7, 2001.3], [53881.6, 2001.5], [53880.1, 2001.5], [53872.1, 2001.6], [53862.6, 2001.6], [53852.8, 2001.5], [53846.3, 2001.3], [53839.6, 2000.9], [53838.7, 2000.8], [53837.3, 2000.7], [53837.0, 2000.7], [53834.0, 2000.4], [53833.1, 2000.3], [53826.5, 1999.6], [53819.8, 1998.7], [53813.6, 1997.8], [53807.4, 1996.7], [53801.6, 1995.4], [53797.1, 1994.3], [53792.7, 1993.2], [53788.3, 1991.9], [53785.8, 1991.1], [53769.9, 1986.1], [53774.8, 2080.9], [53786.8, 2079.1], [53788.8, 2078.8], [53791.0, 2078.4], [53793.1, 2078.0], [53795.5, 2077.6], [53797.9, 2077.2], [53800.6, 2076.8], [53803.3, 2076.3], [53809.0, 2075.4], [53815.3, 2074.4], [53821.5, 2073.4], [53826.9, 2072.5], [53836.6, 2070.9], [53838.9, 2070.6], [53840.6, 2070.4], [53843.0, 2070.1], [53843.9, 2069.9], [53846.0, 2069.7], [53856.0, 2068.5], [53865.7, 2067.4], [53875.3, 2066.2], [53884.6, 2065.3], [53902.7, 2063.8], [53920.8, 2062.7], [53930.1, 2062.5], [53939.9, 2062.2], [53949.4, 2061.8], [53950.0, 2061.8], [53954.2, 2061.7], [53957.2, 2061.5], [53964.5, 2061.4], [53979.5, 2061.2], [53993.6, 2061.2], [53996.6, 2061.0], [54003.3, 2061.0], [54006.3, 2061.2], [54020.4, 2061.2], [54035.4, 2061.4], [54042.7, 2061.5], [54045.8, 2061.7], [54049.9, 2061.8], [54050.8, 2061.8], [54060.0, 2062.2], [54069.8, 2062.5], [54079.2, 2062.7], [54097.3, 2063.8], [54115.3, 2065.3], [54124.7, 2066.2], [54134.2, 2067.4], [54144.0, 2068.5], [54153.9, 2069.7], [54156.0, 2070.0], [54157.0, 2070.1], [54159.3, 2070.4], [54161.0, 2070.6], [54163.3, 2070.9], [54173.0, 2072.5], [54178.4, 2073.4], [54184.6, 2074.4], [54191.0, 2075.4], [54196.6, 2076.3], [54199.3, 2076.8], [54202.0, 2077.2], [54204.4, 2077.6], [54206.9, 2078.0], [54209.0, 2078.4], [54211.1, 2078.8], [54213.2, 2079.1], [54225.1, 2080.9], [54230.1, 1986.1], [54214.1, 1991.1], [54211.6, 1992.0], [54207.2, 1993.2], [54202.9, 1994.3], [54198.3, 1995.4], [54192.5, 1996.7], [54186.4, 1997.8], [54180.1, 1998.7], [54173.5, 1999.6], [54166.8, 2000.3], [54166.0, 2000.4], [54163.0, 2000.7], [54162.6, 2000.7], [54161.2, 2000.8], [54160.3, 2000.9], [54153.7, 2001.3], [54147.1, 2001.5], [54137.4, 2001.6], [54127.8, 2001.6], [54119.8, 2001.5], [54118.3, 2001.5], [54108.2, 2001.3], [54091.9, 2000.8], [54075.5, 2000.4], [54073.7, 2000.4], [54054.0, 2000.1], [54047.8, 2000.1], [54041.6, 2000.0], [54000.0, 2000.0]]","0, 180",M0004
L0004,s000081,1,"[[54000.0, 3000.0], [54000.0, 3003.0], [54000.3, 3009.5], [54001.7, 3019.7], [54003.9, 3029.4], [54005.4, 3034.5], [54007.1, 3039.3], [54010.8, 3048.4], [54015.0, 3057.3], [54020.1, 3066.4], [54031.4, 3082.0], [54037.7, 3089.5], [54043.9, 3096.4], [54050.3, 3103.1], [54056.9, 3109.7], [54069.6, 3122.0], [54094.7, 3146.6], [54103.9, 3156.7], [54112.5, 3167.3], [54120.3, 3178.4], [54124.7, 3185.2], [54128.9, 3192.5], [54133.0, 3200.0], [54137.0, 3207.9], [54147.6, 3229.8], [54169.2, 3224.3], [54177.9, 3222.2], [54185.8, 3220.2], [54194.4, 3218.1], [54203.2, 3216.0], [54212.3, 3213.8], [54234.5, 3208.9], [54257.1, 3204.1], [54279.5, 3199.6], [54314.2, 3193.0], [54348.8, 3186.9], [54383.7, 3180.9], [54458.2, 3168.7], [54532.6, 3157.1], [54615.8, 3144.3], [54615.8, 2856.1], [54532.6, 2843.3], [54458.2, 2831.6], [54383.7, 2819.5], [54348.8, 2813.5], [54314.2, 2807.3], [54279.5, 2800.8], [54257.1, 2796.3], [54234.5, 2791.5], [54212.3, 2786.5], [54203.2, 2784.4], [54194.4, 2782.3], [54185.7, 2780.2], [54178.0, 2778.2], [54173.8, 2777.2], [54147.9, 2770.7], [54137.0, 2791.0], [54133.0, 2798.1], [54128.7, 2805.0], [54124.4, 2811.5], [54119.9, 2817.6], [54115.1, 2823.2], [54110.0, 2828.8], [54104.4, 2834.3], [54098.5, 2840.0], [54085.9, 2851.6], [54059.8, 2877.4], [54053.3, 2884.5], [54047.1, 2891.6], [54041.1, 2898.9], [54035.3, 2906.5], [54029.7, 2914.4], [54024.5, 2922.5], [54019.6, 2931.0], [54014.9, 2939.8], [54010.3, 2950.6], [54006.4, 2961.5], [54004.7, 2967.4], [54003.2, 2973.3], [54001.1, 2984.7], [54000.4, 2990.9], [54000.0, 2997.0], [54000.0, 3000.0]]","0, 180",M0004
L0004,s000082,1,"[[56000.0, 1000.0], [56001.5, 972.4], [55978.4, 954.6], [55975.5, 955.3], [55969.7, 956.6], [55963.5, 957.7], [55957.2, 958.7], [55850.0, 1018.5], [55881.8, 1020.5], [55897.5, 1022.0], [55905.5, 1022.8], [55913.8, 1023.8], [55921.9, 1024.9], [55930.6, 1026.2], [55939.8, 1027.4], [55947.0, 1028.6], [55948.1, 1028.8], [55949.2, 1028.9], [55955.9, 1030.0], [55960.7, 1030.8], [55967.3, 1031.9], [55973.0, 1032.8], [55975.8, 1033.3], [55978.5, 1033.6], [55981.0, 1034.1], [55983.4, 1034.5], [55985.3, 1034.9], [55987.5, 1035.3], [55989.6, 1035.5], [55998.1, 1036.8], [56000.0, 1000.0]]","0, 180",M0004
L0004,s000083,1,"[[56000.0, 2000.0], [56000.0, 2003.0], [56000.4, 2009.1], [56001.1, 2015.3], [56003.2, 2026.7], [56004.7, 2032.6], [56006.5, 2038.5], [56010.3, 2049.4], [56015.0, 2060.2], [56019.6, 2069.0], [56024.5, 2077.5], [56029.8, 2085.6], [56035.3, 2093.5], [56041.1, 2101.1], [56047.1, 2108.4], [56053.3, 2115.5], [56059.8, 2122.6], [56086.0, 2148.4], [56098.5, 2160.0], [56104.4, 2165.7], [56110.0, 2171.2], [56115.2, 2176.8], [56119.9, 2182.4], [56124.4, 2188.5], [56128.7, 2195.0], [56133.0, 2201.9], [56137.0, 2209.0], [56147.9, 2229.3], [56173.8, 2222.8], [56178.0, 2221.8], [56185.8, 2219.8], [56194.4, 2217.7], [56203.2, 2215.6], [56212.3, 2213.5], [56234.5, 2208.5], [56257.1, 2203.7], [56279.5, 2199.2], [56314.2, 2192.7], [56348.8, 2186.5], [56383.7, 2180.5], [56458.2, 2168.4], [56532.6, 2156.7], [56615.8, 2143.9], [56615.8, 1855.7], [56532.6, 1842.9], [56458.2, 1831.3], [56383.7, 1819.1], [56348.8, 1813.1], [56314.2, 1807.0], [56279.5, 1800.4], [56257.1, 1795.9], [56234.5, 1791.1], [56212.3, 1786.2], [56203.2, 1784.0], [56194.4, 1781.9], [56185.8, 1779.8], [56177.9, 1777.8], [56169.2, 1775.7], [56147.7, 1770.2], [56137.0, 1792.1], [56133.0, 1800.0], [56128.9, 1807.5], [56124.7, 1814.8], [56120.4, 1821.6], [56112.5, 1832.7], [56103.9, 1843.3], [56094.7, 1853.4], [56069.7, 1878.0], [56056.9, 1890.3], [56050.3, 1896.9], [56043.9, 1903.6], [56037.7, 1910.5], [56031.4, 1918.0], [56020.1, 1933.6], [56015.0, 1942.7], [56010.8, 1951.6], [56007.1, 1960.7], [56005.5, 1965.5], [56004.0, 1970.6], [56001.7, 1980.3], [56000.3, 1990.5], [56000.0, 1997.0], [56000.0, 2000.0]]","0, 180",M0004
L0004,s000084,1,"[[56000.0, 3000.0], [55758.0, 3000.0], [55752.7, 3023.6], [55749.4, 3038.2], [55745.8, 3053.1], [55743.2, 3063.3], [55742.0, 3068.1], [55737.9, 3083.6], [55733.8, 3098.9], [55731.1, 3108.6], [55905.1, 3139.7], [55912.1, 3125.1], [55915.6, 3118.9], [55919.6, 3113.4], [55921.7, 3111.2], [55924.1, 3109.0], [55926.8, 3106.9], [55929.8, 3104.8], [55932.8, 3103.0], [55935.8, 3101.3], [55942.3, 3098.7], [55949.1, 3096.8], [55956.1, 3095.4], [55966.9, 3094.2], [55977.9, 3093.6], [55989.1, 3093.5], [56010.9, 3093.5], [56022.2, 3093.6], [56033.1, 3094.2], [56043.9, 3095.4], [56050.9, 3096.8], [56057.8, 3098.7], [56064.2, 3101.3], [56067.3, 3103.0], [56070.3, 3104.8], [56073.2, 3106.9], [56075.9, 3109.0], [56078.4, 3111.2], [56080.5, 3113.4], [56084.5, 3118.9], [56087.9, 3125.1], [56094.9, 3139.7], [56268.9, 3108.6], [56266.3, 3098.9], [56262.1, 3083.6], [56258.0, 3068.1], [56256.8, 3063.3], [56254.2, 3053.1], [56250.6, 3038.2], [56247.3, 3023.6], [56242.0, 3000.0], [56000.0, 3000.0]]","0, 180",M0004
L0004,s000085,1,"[[58000.0, 1000.0], [58000.0, 1045.7], [58000.1, 1047.8], [58000.3, 1050.4], [58000.8, 1053.1], [58001.5, 1055.9], [58002.5, 1058.6], [58003.7, 1061.0], [58004.9, 1063.4], [58006.5, 1065.8], [58008.2, 1067.9], [58010.2, 1069.9], [58014.0, 1072.7], [58018.2, 1075.1], [58022.7, 1076.7], [58026.9, 1077.9], [58031.4, 1078.6], [58035.6, 1079.0], [58236.5, 1079.0], [58240.7, 1078.6], [58245.1, 1077.9], [58249.4, 1076.7], [58253.8, 1075.1], [58258.0, 1072.7], [58261.8, 1069.9], [58263.8, 1067.9], [58265.5, 1065.8], [58267.1, 1063.4], [58268.4, 1061.0], [58269.5, 1058.6], [58270.5, 1055.9], [58271.2, 1053.1], [58271.7, 1050.4], [58271.9, 1047.8], [58272.0, 1045.7], [58272.0, 985.0], [58000.0, 985.0], [58000.0, 1000.0]]","0, 180",M0004
